Seed: 182339442737970
Config String: 172GQMRCgiCAYUBiAEylF0eAh4CCgAACg A9CRcOAAAAAAAACAAyFFBva2Vtb24gUGxhdGludW0gKFUpOopn5uPDOIo==

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
366 CLAMPERL   : Secret Power at level 1, Spark at level 1, Yawn at level 1, Discharge at level 1
367 HUNTAIL    : Lava Plume at level 1, Ember at level 1, Thunder Fang at level 1, Blaze Kick at level 1, Poison Sting at level 6, Sacred Fire at level 10, Energy Ball at level 15, Fire Punch at level 19, Cross Poison at level 24, Hammer Arm at level 28, Eruption at level 33, Slack Off at level 37, Draco Meteor at level 42, Guard Swap at level 46, Sunny Day at level 51
368 GOREBYSS   : Toxic at level 1, Pay Day at level 1, Roar at level 1, Poison Fang at level 1, Poison Sting at level 6, Rollout at level 10, Smog at level 15, Natural Gift at level 19, Mud-Slap at level 24, Sludge Bomb at level 28, DynamicPunch at level 33, Sludge at level 37, Safeguard at level 42, Poison Tail at level 46, Toxic Spikes at level 51
369 RELICANTH  : Heart Swap at level 1, Softboiled at level 1, Confusion at level 1, ExtremeSpeed at level 1, Mud-Slap at level 8, Trick Room at level 15, Luster Purge at level 22, Amnesia at level 29, Light Screen at level 36, Psybeam at level 43, Wish at level 50, Psycho Shift at level 57, Extrasensory at level 64, Mirror Coat at level 71, Slam at level 78
370 LUVDISC    : Megahorn at level 1, Fake Out at level 1, Sacred Fire at level 1, Fire Blast at level 1, Heat Wave at level 4, Blast Burn at level 7, Stomp at level 9, Overheat at level 14, Fire Punch at level 17, X-Scissor at level 22, Attack Order at level 27, Eruption at level 31, Pin Missile at level 37, Spider Web at level 40, Bug Bite at level 46, Silver Wind at level 51
371 BAGON      : Double Kick at level 1, Mach Punch at level 1, Fire Spin at level 1, Hi Jump Kick at level 1, Reversal at level 5, Uproar at level 10, Aura Sphere at level 16, Karate Chop at level 20, Force Palm at level 25, Focus Blast at level 31, Foresight at level 35, Ominous Wind at level 40, Sludge at level 46, Triple Kick at level 50, Seismic Toss at level 55
372 SHELGON    : Seismic Toss at level 1, Bulk Up at level 1, Pound at level 1, Focus Punch at level 1, Hi Jump Kick at level 5, Vital Throw at level 10, Acupressure at level 16, Revenge at level 20, Tri Attack at level 25, Superpower at level 30, Rolling Kick at level 32, Detect at level 37, Sharpen at level 43, ViceGrip at level 50, Triple Kick at level 55, Headbutt at level 61
373 SALAMENCE  : Focus Punch at level 1, Mach Punch at level 1, Double Kick at level 1, Cross Chop at level 1, Lick at level 1, Wake-Up Slap at level 1, Close Combat at level 5, Focus Blast at level 10, Counter at level 16, Force Palm at level 20, Drain Punch at level 25, Mind Reader at level 30, Bind at level 32, Constrict at level 37, Superpower at level 43, Rolling Kick at level 50, DynamicPunch at level 53, Jump Kick at level 61, Endure at level 70
374 BELDUM     : Confuse Ray at level 1, Clamp at level 1, Muddy Water at level 1, Eruption at level 1
375 METANG     : Destiny Bond at level 1, Shadow Ball at level 1, Spark at level 1, Water Spout at level 1, Lick at level 20, Shadow Force at level 20, Dive at level 24, Agility at level 28, Octazooka at level 32, Whirlpool at level 36, Hydro Cannon at level 40, Bubble at level 44, Cross Poison at level 48, Hydro Pump at level 52, BubbleBeam at level 56
376 METAGROSS  : Iron Tail at level 1, Crabhammer at level 1, Destiny Bond at level 1, Shadow Force at level 1, Brine at level 20, Whirlpool at level 20, Dragon Rush at level 24, Aqua Ring at level 28, Hydro Cannon at level 32, Bubble at level 36, Ominous Wind at level 40, Aqua Jet at level 44, Hydro Pump at level 45, BubbleBeam at level 53, Grudge at level 62, Shadow Claw at level 71
377 REGIROCK   : Cotton Spore at level 1, Frenzy Plant at level 1, Gyro Ball at level 1, Weather Ball at level 1, Ice Shard at level 9, Superpower at level 17, Power Whip at level 25, Spike Cannon at level 33, Synthesis at level 41, Draco Meteor at level 49, Howl at level 57, Baton Pass at level 65, Metronome at level 73, Aromatherapy at level 81, Wrap at level 89
378 REGICE     : Brave Bird at level 1, Lovely Kiss at level 1, Nature Power at level 1, Wing Attack at level 1, Chatter at level 9, Air Cutter at level 17, Shadow Sneak at level 25, Roost at level 33, Mega Kick at level 41, Sky Attack at level 49, Air Slash at level 57, FeatherDance at level 65, Aeroblast at level 73, Whirlwind at level 81, Lock-On at level 89
379 REGISTEEL  : Sweet Scent at level 1, Meteor Mash at level 1, Fake Tears at level 1, Body Slam at level 1, Iron Defense at level 9, Punishment at level 17, Embargo at level 25, Mirror Shot at level 33, Doom Desire at level 41, Beat Up at level 41, Knock Off at level 49, Metal Sound at level 57, Metal Burst at level 65, Flash Cannon at level 73, Iron Head at level 73, Substitute at level 81, Steel Wing at level 89
380 LATIAS     : Gunk Shot at level 1, Safeguard at level 1, Poison Fang at level 1, Poison Sting at level 1, Hidden Power at level 5, Smog at level 10, Poison Jab at level 15, Conversion at level 20, Hydro Cannon at level 25, Mean Look at level 30, Sludge Bomb at level 35, Foresight at level 40, Toxic Spikes at level 45, Cross Poison at level 50, Sludge at level 55, Toxic at level 60, Poison Tail at level 65, Acid at level 70
381 LATIOS     : Fury Swipes at level 1, Thunder Fang at level 1, Mud Sport at level 1, Dig at level 1, Tri Attack at level 5, Attract at level 10, Bone Rush at level 15, Spikes at level 20, Disable at level 25, SmokeScreen at level 30, Mud Shot at level 35, Mud-Slap at level 40, Shadow Sneak at level 45, Earth Power at level 50, Earthquake at level 55, Assist at level 60, Sand Tomb at level 65, Hydro Pump at level 70
382 KYOGRE     : Vine Whip at level 1, Grudge at level 1, Frenzy Plant at level 1, Slash at level 1, Stun Spore at level 5, Tri Attack at level 15, Wish at level 20, Spacial Rend at level 30, Wood Hammer at level 35, Power Whip at level 45, Mega Kick at level 50, Bullet Seed at level 60, Ingrain at level 65, Draco Meteor at level 75, Howl at level 80
383 GROUDON    : Frenzy Plant at level 1, Roar at level 1, Giga Drain at level 1, Cross Chop at level 1, Low Kick at level 5, Seismic Toss at level 15, Hi Jump Kick at level 20, Vacuum Wave at level 30, Sky Uppercut at level 35, Close Combat at level 45, Focus Blast at level 50, Rolling Kick at level 60, Magical Leaf at level 65, Triple Kick at level 75, Spore at level 80
384 RAYQUAZA   : Hyper Fang at level 1, Rapid Spin at level 1, Secret Power at level 1, Slash at level 1, Endure at level 5, Body Slam at level 15, Stomp at level 20, Protect at level 30, Sing at level 35, Mud-Slap at level 45, Mud Shot at level 50, ViceGrip at level 60, SmellingSalt at level 65, Metronome at level 75, Acupressure at level 80
385 JIRACHI    : Dragon Pulse at level 1, Twister at level 1, Slash at level 1, Dig at level 1, Avalanche at level 5, Disable at level 10, Body Slam at level 15, Dragon Claw at level 20, Tri Attack at level 25, Dragon Rush at level 30, Sludge Bomb at level 35, Outrage at level 40, DragonBreath at level 45, Hydro Pump at level 50, Mean Look at level 55, Headbutt at level 60, Draco Meteor at level 65, Dragon Dance at level 70
386 DEOXYS     : Weather Ball at level 1, Frenzy Plant at level 1, Safeguard at level 1, Razor Leaf at level 1, Stun Spore at level 9, Giga Drain at level 17, Wish at level 25, Mega Drain at level 33, Attract at level 41, Energy Ball at level 49, Lock-On at level 57, Synthesis at level 65, Seed Bomb at level 73, Leaf Storm at level 81, Power Whip at level 89, Wrap at level 97
387 TURTWIG    : Lunar Dance at level 1, Lovely Kiss at level 1, U-turn at level 1, Seed Flare at level 1, Leech Life at level 5, Needle Arm at level 9, Razor Wind at level 13, Wake-Up Slap at level 17, Leaf Storm at level 21, Spider Web at level 25, X-Scissor at level 29, ThunderShock at level 33, Bug Bite at level 37, Magical Leaf at level 41, Drill Peck at level 45
388 GROTLE     : Tail Glow at level 1, Absorb at level 1, Energy Ball at level 1, Needle Arm at level 1, Rock Blast at level 5, Cotton Spore at level 9, Wood Hammer at level 13, Attack Order at level 17, Synthesis at level 22, SolarBeam at level 27, String Shot at level 32, Bug Bite at level 37, Spike Cannon at level 42, Bullet Seed at level 47, Magical Leaf at level 52
389 TORTERRA   : Frenzy Plant at level 1, Leech Seed at level 1, Leaf Blade at level 1, Leech Life at level 1, Needle Arm at level 1, Ingrain at level 5, Signal Beam at level 9, Spider Web at level 13, Leaf Storm at level 17, Fury Cutter at level 22, X-Scissor at level 27, Fire Punch at level 32, Attack Order at level 33, Stun Spore at level 39, SolarBeam at level 45, Bug Bite at level 51, Silver Wind at level 57
390 CHIMCHAR   : Last Resort at level 1, Sketch at level 1, Faint Attack at level 1, Brave Bird at level 1, Pluck at level 7, Aerial Ace at level 9, Chatter at level 15, Sky Attack at level 17, Gust at level 23, Drill Peck at level 25, Tailwind at level 31, Follow Me at level 33, Poison Tail at level 39, Aeroblast at level 41
391 MONFERNO   : Brave Bird at level 1, Gyro Ball at level 1, Wing Attack at level 1, Peck at level 1, Double-Edge at level 7, Tackle at level 9, FeatherDance at level 14, Air Cutter at level 16, Chatter at level 19, Gust at level 26, Payback at level 29, Air Slash at level 36, Roost at level 39, Wrap at level 46, Aeroblast at level 49
392 INFERNAPE  : Secret Power at level 1, Volt Tackle at level 1, Aerial Ace at level 1, Air Cutter at level 1, Chatter at level 7, Pain Split at level 9, Mirror Move at level 14, Lovely Kiss at level 17, Crush Claw at level 21, Bind at level 29, Sky Attack at level 33, SmellingSalt at level 41, Drill Peck at level 45, Curse at level 53, Air Slash at level 57
393 PIPLUP     : Dragon Pulse at level 1, Power Trick at level 1, Spark at level 1, Psycho Boost at level 1, Calm Mind at level 4, Tailwind at level 8, Power Swap at level 11, Confusion at level 15, Psycho Cut at level 18, Zen Headbutt at level 22, Luster Purge at level 25, Role Play at level 29, Teleport at level 32, Psybeam at level 36, Protect at level 39, Extrasensory at level 43
394 PRINPLUP   : Giga Impact at level 1, Sleep Talk at level 1, Dream Eater at level 1, Confusion at level 1, Psycho Boost at level 4, Kinesis at level 8, Meditate at level 11, Poison Gas at level 15, Psycho Cut at level 16, Bind at level 19, Swagger at level 24, Constrict at level 28, Luster Purge at level 33, Trick Room at level 37, Cosmic Power at level 42, Double Hit at level 46, Role Play at level 51
395 EMPOLEON   : U-turn at level 1, Psycho Shift at level 1, Role Play at level 1, Tackle at level 1, Leech Life at level 4, Psycho Cut at level 8, Zen Headbutt at level 11, Attack Order at level 15, Gravity at level 16, Hypnosis at level 19, Mirror Coat at level 24, Reflect at level 28, Light Screen at level 33, Luster Purge at level 36, Rolling Kick at level 39, Extrasensory at level 46, Heal Block at level 52, DragonBreath at level 59
396 STARLY     : Leer at level 1, Covet at level 1, Head Smash at level 1, Rollout at level 1, Stone Edge at level 5, Rock Throw at level 9, Stealth Rock at level 13, Clamp at level 17, AncientPower at level 21, Camouflage at level 25, Constrict at level 29, Silver Wind at level 33, BubbleBeam at level 37
397 STARAVIA   : Stealth Rock at level 1, Rock Tomb at level 1, SmokeScreen at level 1, Rock Slide at level 1, Rock Blast at level 5, Stone Edge at level 9, Helping Hand at level 13, Rock Throw at level 18, Glare at level 23, AncientPower at level 28, Power Gem at level 33, Rock Wrecker at level 38, Odor Sleuth at level 43
398 STARAPTOR  : Agility at level 1, Hypnosis at level 1, Sandstorm at level 1, Rock Slide at level 1, Shadow Punch at level 5, Rollout at level 9, Rest at level 13, Razor Wind at level 18, Psychic at level 23, Power Gem at level 28, Trick at level 33, Slam at level 34, Foresight at level 41, Stealth Rock at level 49
399 BIDOOF     : Wing Attack at level 1, Sketch at level 1, Hyper Fang at level 1, Blaze Kick at level 1, Peck at level 5, Fire Blast at level 9, Air Cutter at level 13, Flame Wheel at level 17, Sky Attack at level 21, Silver Wind at level 25, Gust at level 29, Drill Peck at level 33, Facade at level 37, Air Slash at level 41, Will-O-Wisp at level 45
400 BIBAREL    : Peck at level 1, Tailwind at level 1, Sacred Fire at level 1, Heat Wave at level 1, Magma Storm at level 5, Double Team at level 9, Air Cutter at level 13, Chatter at level 15, Fire Fang at level 18, Gust at level 23, Drill Peck at level 28, Yawn at level 33, Air Slash at level 38, Will-O-Wisp at level 43, Aeroblast at level 48, FeatherDance at level 53
401 KRICKETOT  : Hyper Fang at level 1, Ice Punch at level 1, Charge Beam at level 1, Skull Bash at level 1, Facade at level 16
402 KRICKETUNE : Magnet Rise at level 1, Vine Whip at level 1, Thunder Fang at level 1, Thunderbolt at level 1, Spark at level 10, Swagger at level 14, Pluck at level 18, Thief at level 22, Volt Tackle at level 26, Shock Wave at level 30, Quick Attack at level 34, Bind at level 38, ThunderShock at level 42, Draco Meteor at level 46, Jump Kick at level 50
403 SHINX      : Razor Leaf at level 1, Moonlight at level 1, Flash at level 1, Hi Jump Kick at level 1, Worry Seed at level 5, Cross Chop at level 9, Absorb at level 13, Aromatherapy at level 17, Uproar at level 21, Spore at level 25, Leaf Blade at level 29, Protect at level 33, Bullet Seed at level 37, Ingrain at level 41
404 LUXIO      : Take Down at level 1, Pay Day at level 1, Mega Drain at level 1, Leaf Blade at level 1, Grass Knot at level 5, Sleep Powder at level 9, Brick Break at level 13, Stone Edge at level 18, Muddy Water at level 23, Encore at level 28, Leaf Storm at level 33, ViceGrip at level 38, Magical Leaf at level 43, Sludge at level 48
405 LUXRAY     : Mirror Move at level 1, Fury Swipes at level 1, Vine Whip at level 1, Feint at level 1, Spore at level 5, Absorb at level 9, Synthesis at level 13, Softboiled at level 18, Leaf Blade at level 23, Dizzy Punch at level 28, Power Whip at level 35, Magical Leaf at level 42, Swords Dance at level 49, Crush Grip at level 56
406 BUDEW      : Thief at level 1, Sucker Punch at level 1, Night Slash at level 1, Payback at level 1, Moonlight at level 4, Air Slash at level 7, Leer at level 10, Torment at level 13, Fling at level 16
407 ROSERADE   : Thief at level 1, Sucker Punch at level 1, Blast Burn at level 1, Taunt at level 1, Pursuit at level 1
408 CRANIDOS   : Aurora Beam at level 1, Icy Wind at level 1, Ice Shard at level 1, Avalanche at level 1, Mist at level 6, Powder Snow at level 10, Ice Ball at level 15, Quick Attack at level 19, Icicle Spear at level 24, Acupressure at level 28, Heal Order at level 33, Mega Kick at level 37, Slam at level 43
409 RAMPARDOS  : Aurora Beam at level 1, Sweet Scent at level 1, Bone Club at level 1, Megahorn at level 1, Baton Pass at level 6, Sheer Cold at level 10, Double-Edge at level 15, Ice Punch at level 19, Ice Shard at level 24, Powder Snow at level 28, Ice Ball at level 30, Haze at level 36, Triple Kick at level 43, Blizzard at level 52
410 SHIELDON   : Present at level 1, FeatherDance at level 1, Egg Bomb at level 1, Peck at level 1, Pluck at level 6, Aerial Ace at level 10, Pain Split at level 15, Air Cutter at level 19, Air Slash at level 24, Whirlwind at level 28, Power Trick at level 33, Roost at level 37, Disable at level 43
411 BASTIODON  : Mirror Move at level 1, Explosion at level 1, Barrage at level 1, Horn Attack at level 1, Aura Sphere at level 6, Disable at level 10, Chatter at level 15, Mega Kick at level 19, Sky Attack at level 24, FeatherDance at level 28, Gust at level 30, Drill Peck at level 36, Air Slash at level 43, Wrap at level 52
412 BURMY      : Water Sport at level 1, Defend Order at level 1, Leech Life at level 1, Aqua Tail at level 1, Muddy Water at level 10, Psywave at level 15, Bubble at level 20
413 WORMADAM   : Roar of Time at level 1, Dragon Pulse at level 1, Absorb at level 1, Twister at level 1, Mega Punch at level 10, Fury Attack at level 15, Body Slam at level 20, Dragon Claw at level 23, Dragon Rush at level 26, Spacial Rend at level 29, Comet Punch at level 32, Outrage at level 35, Dragon Dance at level 38, Gust at level 41, DragonBreath at level 44, Draco Meteor at level 47
414 MOTHIM     : Snore at level 1, Double-Edge at level 1, Rollout at level 1, False Swipe at level 1, Rock Blast at level 10, Sandstorm at level 15, Rock Throw at level 20, Growth at level 23, Hyper Voice at level 26, Power Gem at level 29, Mud-Slap at level 32, Magnitude at level 35, Earthquake at level 38, Rock Polish at level 41, Earth Power at level 44, Rock Wrecker at level 47
415 COMBEE     : Shadow Ball at level 1, Nightmare at level 1, Spite at level 1, Lick at level 1, Crush Claw at level 13
416 VESPIQUEN  : Weather Ball at level 1, Take Down at level 1, Shadow Ball at level 1, Tackle at level 1, Wish at level 3, SmokeScreen at level 7, Judgment at level 9, Shadow Punch at level 13, Horn Drill at level 15, Lick at level 19, Shadow Force at level 21, Flame Wheel at level 25, Dizzy Punch at level 27, Mimic at level 31, Ominous Wind at level 33, Swagger at level 37, Splash at level 39, Spite at level 43
417 PACHIRISU  : Uproar at level 1, Natural Gift at level 1, Psycho Boost at level 1, Psycho Cut at level 1, Psychic at level 5, Zen Headbutt at level 9, Psybeam at level 13, Cosmic Power at level 17, Miracle Eye at level 21, Rest at level 25, Wrap at level 29, Magic Coat at level 33, Double Hit at level 37
418 BUIZEL     : Explosion at level 1, Thunder Fang at level 1, Charge at level 1, Thunderbolt at level 1, Charge Beam at level 3, Shock Wave at level 6, Thunder Wave at level 10, ThunderPunch at level 15, Razor Wind at level 21, Sweet Kiss at level 28, Discharge at level 36, Scratch at level 45
419 FLOATZEL   : Splash at level 1, Iron Tail at level 1, Meteor Mash at level 1, Thunder Fang at level 1, Thunder at level 1, ThunderPunch at level 3, Crush Claw at level 6, ThunderShock at level 10, Flash Cannon at level 15, Iron Defense at level 21, Iron Head at level 26, Steel Wing at level 29, Gyro Ball at level 39, Bullet Punch at level 50
420 CHERUBI    : Tailwind at level 1, Mirror Move at level 1, Wing Attack at level 1, Brave Bird at level 1, Peck at level 7, Pluck at level 10, Super Fang at level 13, Aerial Ace at level 19, Air Cutter at level 22, Chatter at level 28, Sky Attack at level 31, Gust at level 37, Aeroblast at level 40
421 CHERRIM    : Wing Attack at level 1, Take Down at level 1, Secret Power at level 1, Pluck at level 1, Air Cutter at level 7, FeatherDance at level 10, Wake-Up Slap at level 13, Sky Attack at level 19, ViceGrip at level 22, Mirror Move at level 25, Gust at level 30, Aeroblast at level 35, Blizzard at level 43, Jump Kick at level 48
422 SHELLOS    : Fissure at level 1, Mud Bomb at level 1, Dig at level 1, Octazooka at level 1, Dive at level 2, Bone Rush at level 4, Muddy Water at level 7, Mud Shot at level 11, Hydro Cannon at level 16, Mud-Slap at level 22, Earth Power at level 29, Sand Tomb at level 37, Mud Sport at level 46
423 GASTRODON  : Nightmare at level 1, Mud Bomb at level 1, Sand-Attack at level 1, Bone Club at level 1, Water Pulse at level 2, Water Gun at level 4, Spikes at level 7, Whirlpool at level 11, Dive at level 16, Clamp at level 22, Mud-Slap at level 29, Mud Shot at level 41, Sand Tomb at level 54
424 AMBIPOM    : Roar of Time at level 1, Dragon Pulse at level 1, Twister at level 1, Sky Uppercut at level 1, Sand-Attack at level 4, Roost at level 8, Dragon Dance at level 11, Whirlpool at level 15, Frustration at level 18, Spacial Rend at level 22, Bug Bite at level 25, Outrage at level 29, Amnesia at level 32, Fissure at level 36, DragonBreath at level 39, Draco Meteor at level 43
425 DRIFLOON   : Shadow Ball at level 1, Ice Punch at level 1, Lick at level 1, Shadow Force at level 1, Astonish at level 6, Shadow Sneak at level 11, Present at level 14, Destiny Bond at level 17, Hyper Voice at level 22, Bind at level 27, Ominous Wind at level 27, BubbleBeam at level 30, Nightmare at level 33, Shadow Claw at level 38, Grudge at level 43
426 DRIFBLIM   : Vacuum Wave at level 1, Shadow Ball at level 1, Natural Gift at level 1, Pay Day at level 1, Confuse Ray at level 6, Shadow Punch at level 11, Lick at level 14, Magic Coat at level 17, Nightmare at level 22, Shadow Force at level 27, Astonish at level 27, Razor Wind at level 32, Ominous Wind at level 37, Shadow Claw at level 44, Wrap at level 51
427 BUNEARY    : Explosion at level 1, Hyper Fang at level 1, Shadow Ball at level 1, Covet at level 1, Lick at level 6, Refresh at level 13, Shadow Force at level 16, Crush Grip at level 23, Astonish at level 26, Super Fang at level 33, Blast Burn at level 36, Flash Cannon at level 43, Headbutt at level 46, Shadow Claw at level 53
428 LOPUNNY    : Shadow Ball at level 1, Disable at level 1, Tackle at level 1, Mist at level 1, Shadow Punch at level 1, Lick at level 1, Shadow Force at level 6, Astonish at level 13, Trump Card at level 16, Destiny Bond at level 23, Force Palm at level 26, Grudge at level 33, Shadow Sneak at level 36, Superpower at level 43, Ominous Wind at level 46, Double Hit at level 53
429 MISMAGIUS  : Frenzy Plant at level 1, Razor Leaf at level 1, Aromatherapy at level 1, Seed Flare at level 1, Uproar at level 1, Psychic at level 1
430 HONCHKROW  : Swallow at level 1, Imprison at level 1, Frenzy Plant at level 1, Rock Slide at level 1, FeatherDance at level 25, Grass Knot at level 35, Cotton Spore at level 45, Leaf Storm at level 55
431 GLAMEOW    : Bulk Up at level 1, Counter at level 1, Toxic at level 1, Double Kick at level 1, Vacuum Wave at level 5, Revenge at level 8, Psych Up at level 13, Sky Uppercut at level 17, Aura Sphere at level 20, Force Palm at level 25, Safeguard at level 29, Superpower at level 32, Arm Thrust at level 37, DynamicPunch at level 41, Double Hit at level 45
432 PURUGLY    : Focus Energy at level 1, Focus Punch at level 1, Glare at level 1, Double Kick at level 1, Hi Jump Kick at level 5, Vital Throw at level 8, Revenge at level 13, Sky Uppercut at level 17, Seismic Toss at level 20, Aura Sphere at level 25, Mud Sport at level 29, Metal Claw at level 32, Hammer Arm at level 37, Arm Thrust at level 38, DynamicPunch at level 45, Jump Kick at level 53
433 CHINGLING  : Aurora Beam at level 1, Icy Wind at level 1, Ice Punch at level 1, Ice Fang at level 1, Avalanche at level 6, Ice Ball at level 9, Icicle Spear at level 14, Mist at level 17, Steel Wing at level 22
434 STUNKY     : Wing Attack at level 1, Water Pulse at level 1, Water Gun at level 1, Octazooka at level 1, Dive at level 4, Brine at level 7, Aqua Tail at level 10, Muddy Water at level 14, Hydro Cannon at level 18, Withdraw at level 22, Bubble at level 27, Aqua Jet at level 32, Baton Pass at level 38, Draco Meteor at level 44
435 SKUNTANK   : Selfdestruct at level 1, Water Pulse at level 1, Water Gun at level 1, Whirlpool at level 1, Quick Attack at level 4, Rest at level 7, Dive at level 10, Brine at level 14, Clamp at level 18, Trick at level 22, Night Slash at level 27, Toxic at level 32, BubbleBeam at level 34, Hydro Pump at level 42, Screech at level 52
436 BRONZOR    : Cross Chop at level 1, Seed Flare at level 1, Ingrain at level 1, Absorb at level 1, Aromatherapy at level 7, Synthesis at level 12, Needle Arm at level 14, Tri Attack at level 19, Blast Burn at level 26, Leaf Storm at level 30, Fire Fang at level 35, SolarBeam at level 37, Flamethrower at level 41, Spore at level 49, Eruption at level 52
437 BRONZONG   : Will-O-Wisp at level 1, Lava Plume at level 1, Razor Leaf at level 1, Petal Dance at level 1, Synthesis at level 1, Fire Spin at level 1, Vacuum Wave at level 7, Cotton Spore at level 12, Mega Drain at level 14, Needle Arm at level 19, Heat Wave at level 26, Sunny Day at level 30, Moonlight at level 33, GrassWhistle at level 38, Seed Bomb at level 43, Flame Wheel at level 50, Steel Wing at level 61, Leech Seed at level 67
438 BONSLY     : Hyper Fang at level 1, Bonemerang at level 1, Psycho Boost at level 1, Confusion at level 1, Calm Mind at level 6, Magnet Bomb at level 9, Power Trick at level 14, Psycho Cut at level 17, Zen Headbutt at level 22, Power Gem at level 25, Psybeam at level 30, Skill Swap at level 33, Double Hit at level 38, Heart Swap at level 41, Cosmic Power at level 46
439 MIME JR.   : U-turn at level 1, Roar of Time at level 1, Dragon Pulse at level 1, Twister at level 1, Dig at level 4, Revenge at level 8, Dragon Claw at level 11, Dragon Rush at level 15, Dragon Dance at level 18, Spacial Rend at level 22, Knock Off at level 22, Detect at level 25, Dizzy Punch at level 29, Ingrain at level 32, Mud Shot at level 36, Outrage at level 39, Assurance at level 43, DragonBreath at level 46, Draco Meteor at level 50
440 HAPPINY    : Thunder Fang at level 1, Zap Cannon at level 1, Charge Beam at level 1, Slash at level 1, Foresight at level 5, Uproar at level 9, Shock Wave at level 12
441 CHATOT     : Selfdestruct at level 1, Uproar at level 1, Tackle at level 1, Quick Attack at level 1, Roar at level 5, Disable at level 9, Baton Pass at level 13, Endure at level 17, Flare Blitz at level 21, Dizzy Punch at level 25, Swallow at level 29, Ice Beam at level 33, Pain Split at level 37, Assurance at level 41, Frustration at level 45
442 SPIRITOMB  : Lava Plume at level 1, Fire Spin at level 1, Protect at level 1, Blaze Kick at level 1, Charge Beam at level 1, Thunder at level 7, Charge at level 13, Moonlight at level 19, Heat Wave at level 25, Fire Fang at level 31, Fire Punch at level 37, Scratch at level 43, Sunny Day at level 49
443 GIBLE      : Bonemerang at level 1, Acupressure at level 1, Mud Sport at level 1, Dig at level 1, Bone Rush at level 3, Flame Wheel at level 7, Mud Shot at level 13, Mud-Slap at level 15, Heal Block at level 19, Magnitude at level 25, Earthquake at level 27, Sand Tomb at level 31, Double Hit at level 37
444 GABITE     : Mud Bomb at level 1, Bone Club at level 1, Reflect at level 1, Focus Punch at level 1, Splash at level 3, Water Sport at level 7, Dig at level 13, Wake-Up Slap at level 15, Mud-Slap at level 19, Earth Power at level 28, Fissure at level 33, Sand Tomb at level 40, Triple Kick at level 49
445 GARCHOMP   : Magnitude at level 1, Bonemerang at level 1, Mud Sport at level 1, Dig at level 1, Submission at level 1, Sand-Attack at level 3, Revenge at level 7, Sky Uppercut at level 13, Body Slam at level 15, Counter at level 19, Rage at level 28, Wake-Up Slap at level 33, Rolling Kick at level 40, Sand Tomb at level 48, Facade at level 55
446 MUNCHLAX   : Rock Tomb at level 1, Rock Slide at level 1, Feint at level 1, Fire Spin at level 1, Tackle at level 4, Stealth Rock at level 9, Flare Blitz at level 12, Brick Break at level 17, Sandstorm at level 20, Body Slam at level 25, Sheer Cold at level 28, Rollout at level 33, Rage at level 36, Rock Wrecker at level 41, Punishment at level 44, Wrap at level 49
447 RIOLU      : Shadow Ball at level 1, Thief at level 1, Dig at level 1, Lick at level 1, Shadow Punch at level 6, Pursuit at level 11, Shadow Sneak at level 15, Ominous Wind at level 19, Payback at level 24, Shadow Claw at level 29
448 LUCARIO    : Nightmare at level 1, Faint Attack at level 1, Shadow Ball at level 1, Snatch at level 1, Secret Power at level 1, Confuse Ray at level 6, Lick at level 11, Shadow Force at level 15, Astonish at level 19, Shadow Sneak at level 24, Ominous Wind at level 29, Taunt at level 33, Shadow Claw at level 37, Dark Void at level 42, Nasty Plot at level 47, Flatter at level 51
449 HIPPOPOTAS : Wing Attack at level 1, Roost at level 1, Howl at level 1, Brave Bird at level 1, Rapid Spin at level 7, Pluck at level 13, Horn Attack at level 19, Body Slam at level 25, Razor Wind at level 31, Chatter at level 37, Air Cutter at level 44, Sky Attack at level 50
450 HIPPOWDON  : Rock Tomb at level 1, Defend Order at level 1, Wing Attack at level 1, Rock Polish at level 1, Icy Wind at level 1, Peck at level 1, Rollout at level 1, Stone Edge at level 7, AncientPower at level 13, Power Gem at level 19, Sky Attack at level 25, Gust at level 31, Facade at level 40, Drill Peck at level 50, FeatherDance at level 60
451 SKORUPI    : Mist at level 1, Ice Punch at level 1, Gunk Shot at level 1, Poison Fang at level 1, Avalanche at level 6, Icicle Spear at level 12, Haze at level 17, Ice Beam at level 23, Ominous Wind at level 28, SmellingSalt at level 34, Poison Tail at level 39, Blizzard at level 45, Double Hit at level 50
452 DRAPION    : Icy Wind at level 1, Covet at level 1, Sheer Cold at level 1, Sharpen at level 1, Ice Punch at level 1, Ice Fang at level 1, Pluck at level 1, Mist at level 6, Ice Shard at level 12, Powder Snow at level 17, Hail at level 23, Avalanche at level 28, Ice Beam at level 34, Haze at level 39, Tickle at level 49, Comet Punch at level 58
453 CROAGUNK   : Meteor Mash at level 1, Megahorn at level 1, Leech Life at level 1, Twineedle at level 1, Metal Claw at level 3, Spacial Rend at level 8, String Shot at level 10, Spider Web at level 15, Fury Cutter at level 17, X-Scissor at level 22, Attack Order at level 24, Follow Me at level 29, Bug Bite at level 31, Silver Wind at level 36, Heal Order at level 38, Bug Buzz at level 43, Bullet Punch at level 45
